published_at,ticker,title,desc,url,source,sentiment,sentiment_score
2024-09-18 19:15:12+00:00,AMZN,"Wells Fargo Lowers Price Target For Amazon.com, Inc. (AMZN) And Keeps An Overweight Rating","We recently compiled a list of the 19 Trending AI Stocks on Latest Analyst Ratings and News. In this article, we are going to take a look at where Amazon.com, Inc.",https://www.insidermonkey.com/blog/wells-fargo-lowers-price-target-for-amazoncom-inc-amzn-and-keeps-an-overweight-rating-1355132/,insidermonkey.com,,
2024-09-18 17:18:02+00:00,AMZN,Fed Credibility At Stake - Wall Street Positioned For 50 BPS Cut And Highly Dovish Comments - Apple (NASDAQ:AAPL),"To gain an edge, this is what you need to know today.",https://www.benzinga.com/economics/24/09/40924904/fed-credibility-at-stake-wall-street-positioned-for-50-bps-cut-and-highly-dovish-comments,benzinga.com,,
2024-09-18 17:00:00+00:00,AMZN,Liberty All-Star® Equity Fund August 2024 Monthly Update - Liberty All Star Equity (NYSE:USA),"BOSTON, Sept. 18, 2024 /PRNewswire/ -- Below is the August 2024 Monthly Update for the Liberty All-Star Equity Fund (NYSE: USA).",https://www.benzinga.com/pressreleases/24/09/n40924628/liberty-all-star-equity-fund-august-2024-monthly-update,benzinga.com,,
2024-08-19 20:26:30+00:00,AMZN,"Amazon.com, Inc. (AMZN): This AI Stock Is Trending Right Now","We recently compiled a list of the 17 Trending AI Stocks According to Latest News And Analyst Ratings. In this article, we are going to take a look at where Amazon.com, Inc.",https://www.insidermonkey.com/blog/amazon-com-inc-amzn-this-ai-stock-is-trending-right-now-1337596/,insidermonkey.com,,
2024-08-19 19:55:28+00:00,AMZN,Albertsons Sued for Allegedly Copying Seattle Startup’s Software,Albertsons Cos. was sued by an e-commerce software maker that claims the grocery chain conducted trials with its product for three years only to steal its trade secrets to build its own system.,https://www.livemint.com/news/albertsons-sued-for-allegedly-copying-seattle-startup-s-software-11724097329077.html,livemint.com,,
2024-08-19 19:53:29+00:00,AMZN,"Netflix Releases the Trailer of A-List to Playlist - Amazon.com (NASDAQ:AMZN), Walt Disney (NYSE:DIS)","Netflix (NASDAQ: NFLX) recently released the trailer of A-List to Playlist, which is set to premiere on Aug 30. The show features Cho Jung-seok, who steps away from the screen to pursue his long-held dream of becoming a singer-songwriter.",https://www.benzinga.com/news/earnings/24/08/40444620/netflix-releases-the-trailer-of-a-list-to-playlist,benzinga.com,,
2024-07-20 13:28:57+00:00,AMZN,"Amazon.com, Inc. (AMZN): Hedge Funds Are Bullish on This Profitable Stock","We recently compiled a list of the 20 Most Profitable Stocks of the Last 20 Years. In this article, we are going to take a look at where Amazon.com, Inc.",https://www.insidermonkey.com/blog/amazon-com-inc-amzn-hedge-funds-are-bullish-on-this-profitable-stock-1324871/,insidermonkey.com,,
2024-07-20 13:00:03+00:00,AMZN,Big Tech Stock Slump Amps Up Pressure to Deliver on Earnings,"(Bloomberg) -- The stakes were already elevated for technology giants heading into this earnings season. They just got a lot higher after the worst week for the Nasdaq 100 Index in three months. Most Read from BloombergZuckerberg Calls Trump’s Response to Shooting ‘Badass’CrowdStrike’s Global Outage Doesn’t Have to Be a Recurring NightmareBiden Plots to Salvage Campaign Many Allies Believe Is OverFrom ATMs to Flights, Epic IT Crash Leaves Trail of ChaosHow Routine CrowdStrike Update Crashed the",https://finance.yahoo.com/news/big-tech-stock-slump-amps-130003263.html,finance.yahoo.com,,
2024-07-20 08:42:53+00:00,AMZN,'Almost the entire employee base...': Zerodha's Nithin Kamath on how his firm survived the 'Blue Screen of Death',"The global outage, triggered by a botched software update from cybersecurity firm CrowdStrike Holdings, crashed countless Microsoft Windows systems, causing widespread disruptions.",https://www.businesstoday.in/latest/corporate/story/almost-the-entire-employee-base-zerodhas-nithin-kamath-on-how-his-firm-survived-the-blue-screen-of-death-microsoft-outage-437930-2024-07-20,businesstoday.in,,
2024-06-20 19:33:13+00:00,AMZN,XLY: Consumer Discretionary Dashboard For June,We look at undervalued subsectors in Consumer Discretionary and fast facts on The Consumer Discretionary Select Sector SPDR® Fund ETF. Click here for my XLY ETF update.,https://seekingalpha.com/article/4700233-xly-consumer-discretionary-dashboard-for-june,seekingalpha.com,,
2024-06-20 18:38:30+00:00,AMZN,Big Tech Dominance: 5 Companies Projected To Lap Average S&P 500 Stock's Earnings Growth - SPDR S&P 500 (ARCA:SPY),"SPY ETF Trust's performance exceeds average return in 6 months, largely due to gains by big tech companies like MSFT, NVDA, AMZN, GOOG, and META.",https://www.benzinga.com/markets/equities/24/06/39420041/big-tech-dominance-5-companies-projected-to-lap-average-s-p-500-stocks-earnings-growth,benzinga.com,,
2024-06-20 18:00:00+00:00,AMZN,Alibaba: China Remains Uninvestable (NYSE:BABA),"Alibaba faces challenges from deteriorating US-China relations, CCP control, and domestic competition. Click here to read an analysis of BABA stock now.",https://seekingalpha.com/article/4700132-alibaba-china-remains-uninvestable,seekingalpha.com,,
2024-05-21 23:31:06+00:00,AMZN,Amazon com : How this social media pro built a Prime Video TikTok account with 20 million+ followers,"How Kane Diep launched Prime Video's TikTok account, earning millions of followers in less than a year while creating viral videos that promote inclusivity.
 [...]

This is an abstract of the...",https://www.marketscreener.com/quote/stock/AMAZON-COM-INC-12864605/news/Amazon-com-How-this-social-media-pro-built-a-Prime-Video-TikTok-account-with-20-million-followers-46788174/,marketscreener.com,,
2024-05-21 20:42:05+00:00,AMZN,Microsoft Launches Team Copilot To Boost Workplace Collaboration,"Microsoft Corp. (NASDAQ:MSFT) has unveiled a new version of its Copilot assistant, designed to enhance team collaboration. The move is part of the company's broader strategy to integrate artificial intelligence across its product line. This AI assistant is Named Team Copilot and is designed to facilitate meetings by taking notes, summarizing key points, and managing deadlines. The service will become available to corporate clients later this year, Microsoft stated at its annual Build conference",https://finance.yahoo.com/news/microsoft-launches-team-copilot-boost-204205492.html?.tsrc=rss,finance.yahoo.com,,
2024-05-21 19:24:04+00:00,AMZN,"Lowe's: Own It, Don't Trade It (NYSE:LOW)",Lowe's shows potential for long-term gains through strategic initiatives despite sales challenges. Click here to read an analysis of LOW stock now.,https://seekingalpha.com/article/4694841-lowes-own-it-dont-trade-it,seekingalpha.com,,
